pubkey,active_channels,closed_channels,opened_channels,age_days,asn,iso_code,net_type,sockets,alias
02e7c46735a6a2fcb438bb41cac06414de04d13dadfef261d57c91dc40e2e11119,2,1,2,602,16509,US,both,"54.244.234.100:19949,mlzq7wkzupun2zpckn3b5fxbelae57qvsiyl33er5e6kbxauvxwfwrid.onion:9735",antifiat
032cc427a20f16a859da745ba80a587272460a4c1f3e46d73212f775efb0d0b0ea,1,0,1,185,4134,CN,clearnet,222.211.223.143:9735,LNT.zhj001
0214b1f6b48998b9eb19d8a756af39a027202cecfe608450109465bbccf3bb74ed,57,95,57,2461,,,tor,redwingxusk66wrrm4yyqyuyndvum4jsnloroxqmie6wv4wefadqgsqd.onion:9735,Redwing Cherokee
0258354cf18cfd7e8887ee59a50916a83c129485fb10a44912046cfdba67426c0d,1,15,2,1900,,,tor,fgluga5sevf5ji2dwmlaelqyj6vu3lgkyiq2myjih6lcvbpmrkp2o5id.onion:9735,WanderingSky
02d61f8c7fd5aaa7dc60011638320fb0b287167ef845a60feff5d1a4808f0f1e86,1,0,1,53,4134,CN,clearnet,182.241.59.149:9735,LNT.wl0241
02d5c6406991c6b1e5c67491f4756b9ad4db5997ba3922be12f8c02cc4d64fe448,1,1,2,1608,,,tor,cqpx4knmclztneldxhi7jfbmdmhjgtw7ydrk7sdv3tfeb7744qbey2id.onion:9735,satsto.xyz
032c634194ef091d00984cec51f8a477351e6e6f8ef4f8efa6a1f673f8f8a647ab,1,2,1,734,,,tor,njg6z2r7ndiscm6xfsuf3vrba2oyaknxi73mh6agezavebguh6k272ad.onion:9735,awarenode
02f585bbe2554b78d72235ff47c0b0c5c22e593a0ba8b4f79ee7f39ce327e8e2ff,6,0,6,183,24940,DE,both,"195.201.45.57:9735,dxykpbdp7nhkjngstjyx6ja6igo6xguikmgjb4mn4fne4tcwvsktdoid.onion:9735",MK
02920784c87c60e1733192f53181c6c4e30bcb602f56125fd1e95de110c0470fd7,1,0,1,2510,55990,CN,clearnet,119.3.87.66:9735,ln.bi23.com
032f9f67737ca24165500c46f9e9412c120f600adc7ef04dac098b01d76c53f397,2,1,2,1759,,,tor,zwhgf72mq7som4lmliiwuhmver3j4ybijv5bhrfvjequ36sskuqyimid.onion:9735,mynodebtc.com[btcrx]
022c3f17c963f19069d6ea800f994b12fc2fbb034cf8cfee3b8162d26576996a59,2,0,2,138,16509,SG,clearnet,54.255.51.96:9735,FC
032a65fc24a44ba4334fe69ef9bbc07e299e5be956e4332347649312bebd51a82e,1,25,4,2634,,,tor,2aem63w72ul2dj4kqgi3xnya5e6cmjr3qahthm5qm3z3fo42ghaessyd.onion:9735,mas
0205eaf2e61f26dfbd91c26473e3746968fd0e42aaff6232e16e53b822ffbd2f1e,3,18,3,1795,,,tor,grwp2gjfb7guh4vjngpcjb3whde7lkjrfqmg3m3l5i6wpu3scps54iid.onion:9735,the Art Banc
035b733abdb9f390315599c1700d08f76a810305b49d9933099eb467631d973795,1,3,1,884,,,tor,n4bbbqxicdm4wrn3gct6lkixdy5qrxargeygzijv6douuxiqglbgvaqd.onion:9735,Jyrisee
0283c6656098b9c2d69f46c12068090ac8895d58c0218e0a40097d74cc9f7b539a,1,0,1,556,,,tor,4q7mk2jcivtzguvqiojsxui3il3yoiehjviknt36rr33k5ggaczuxnqd.onion:9735,0283c6656098b9c2d69f
03b659dd1db74115a0ed24fe6bc3af08c59ad215408046fc5296af228db7174f27,1,2,1,1704,,,tor,gfhrm65uuypoa4fxkkoyhfg5uihaiflrll6cj42mmuelgxzlkvwcl2id.onion:9735,nullpunkt
03391dde5e1bd58e026f1c34b8b5a27c2cf2ca9e77129d48743728b97563f3d88b,1,2,1,712,14618,US,clearnet,44.207.210.37:7735,03391dde5e1bd58e026f
02b45e6448588de24daf7c773a674ecbcd3cce3bf2cf27428d1ddbf1e6ca034684,3,104,4,1637,,,tor,huxtlkm3fs57r2bejypcmoytoncpwgyrvgde6zgrwj32j6jrur4ljqyd.onion:9735,02b45e6448588de24daf
021035260459caddc71bea5319e5cf20c7d7496b63e69ee474e74ee5668db21a05,1,0,1,164,9808,CN,clearnet,223.116.4.54:9735,LNT.xx13120
03f17895bd544a2e48aecd7365bb5e413c20518cee0945324a2be02dac8ef6e8e4,3,7,6,641,,,tor,noikmef7ypdget2b2dd57skuzwfcp2wodgvd5z3dqb2k6mgxyg6yppid.onion:9735,Fairshare
036b1ab5ca0ca1c6431fa9fde63025f38ae54d35dbb2be4759013473503e94f0fb,2,11,2,1504,24940,FI,both,"65.109.210.171:9735,ecf7ebteactlhavs7vwcih7su5sb45cmbl43tl5xfcvvyoc7hmzyarqd.onion:9735",FLG10_LNode
02c14d70d6a9f4e19b0f6cb141ac7621397693b88b86050ce7cc30ee948c2b5e21,1,7,1,1405,,,tor,mgfef5q5lz24r3jjucyr27wutudebstuu34mnrqo2ekerg33ta5htoad.onion:9735,02c14d70d6a9f4e19b0f
03da5abbf13038748c84a2540c792644d499e8288051f7211e9566418d32a3a66c,7,32,7,1370,31246,CZ,clearnet,95.82.130.223:9735,JMC-005
02ace895ccf861a58d8ad9330c6cd8639793dd3432d14332a377a2fd35d4ffa598,1,4,1,2487,,,none,,02ace895ccf861a58d8a
020c55418b903bf3a8aa05234fa0620db1dc4b28008ee8b69b3c0eb5a3ad0b5a5c,1,0,1,136,4134,CN,clearnet,61.157.2.26:9735,LNT.jl05
03ba893115b72385da680f47ec09332532f6fb0cbd4c2f431f4d5206787abadae7,1,20,1,1610,,,tor,cifuugk2lqgxcv36wurlhndot2k3p4zvy4776pt5letv5lpq34qdtlqd.onion:9735,ZeroShift
03c4f53c4289d7563d230c2edfb248790691d232149ed93136476c790991544c8c,2,2,2,724,,,tor,z6t6bmt7abwl75jz3qdx67ywxn6rx5iwddktaz4hwhjzyj7oho5womyd.onion:9735,CoffeeNode
036e157ff9118ca032480f4f873ece4ad9c5d0aba2079a3215809b137a6e24368a,2,25,5,2584,,,tor,6mtutjtc3u77kagoefnn476p46im2hx3i6tyw4b3mqpbrph6knysl7id.onion:9735,ClockTower1955
032ee01185ebe5895ab7f1250560c2def539f335ca79d0b58b1ed4cdf9b2adac1a,6,4,6,745,34779,SI,clearnet,84.255.245.194:9735,ln.jekovc.si
039021a5b9801f925b4cfad70cca14aaa257ea265cd994233439967311a55fa6b2,2,11,3,1828,,,tor,g5z2pudzshrl5lo6ruk6qwwrwqvbnfpszyxb5hr6tadffufxg5pwucqd.onion:9735,Liberty
03a7945697bb5dbe00d9762283b8f9a55eae685c4c0e891c0a1bb0c9b86e2d65ef,3,46,3,2599,25406,LT,clearnet,62.80.227.49:9735,BitcoinOnLinux
0217b5c4691c811b14a9221921edf585a5259963523049060eedee2fd81b5c171f,1,8,2,2684,33915,NL,clearnet,94.209.71.14:9735,DMN737
02c17b1bbbec328e3a17b1a6ab65b067ac72b27429b8d93efb76b2e0c36a374b6a,1,0,1,62,,,tor,e446cpwzubxzla4rocaigtnwq3i4rwe4wnpizzmep7sz4px4c76dfryd.onion:9735,Blue Ranger
02105da8f7ed11165159fefc7c1c9013bb9c7b50c2553aa4bed8aa82d8603d4d6e,1,0,1,189,4134,CN,clearnet,125.70.198.247:9735,LNT.SC11
033d069274e16055780c48a1aafaf828c8ef546834e7360f2022a82dcd00428b30,1,1,1,763,,,tor,wjw3evxihnli6egfmp7vholaikt2il47nlm5aate6zuzl2wxa4usmmid.onion:9735,lightleue
024e441be83b978d20a81219fece0172d759edccb752e9b03465d89fea26cd0d13,1,0,1,179,4134,CN,clearnet,171.216.76.46:9735,LNT.yf021
02717fd03352eb56e0e9a626cba305927feb1c40742c78dd6e1c5d6d78eca63054,2,0,2,350,,,tor,ccaduakj4cd5mlkecv7thc7oek7jkpd6xj4dpibhsrhgc2cbyow6k6qd.onion:9735,02717fd03352eb56e0e9
02da14d047b0e118987493f18f0494e7eba1c83782eb4d8f7609082b332cfebd25,9,12,9,1238,,,tor,2rf54vbhz5mlendutlaeeloyilfnmm4uvxyoixrezjxl4ryyg3iv3mqd.onion:9735,Queue ⚡
023f251378c39102c93f9d8403745592353c72eed3745f61077085b954399f4baf,1,4,1,849,14061,IN,both,"64.227.145.134:9735,e4jbzzfvb4vshzl66perwzpaheq4fuohjcflvxntd7gnxhirbjupzbqd.onion:9735",etta-mn
0305564da23021c438ca52a793b5e0bb97a9e9e4ac6b5932c0f42a3d766564fe3b,1,12,2,2530,16276,FR,clearnet,147.135.181.149:9735,bbbbbpl
020178aa41f8cf45612c2f1d3ac8366e4cea99b9da9a012ee3da6c51a850396106,1,0,1,156,,,tor,gog4zrxo6x5ruaciehiyvi4tvq4ez4m774poo247xbbnbvit6kc3rmqd.onion:9735,thundersam
02221cef0bd01362a1cc3e8b95cfdaa9150737c99b89e5162892b3fadc70004aa2,36,20,36,1191,24940,DE,both,"185.150.162.55:9735,[2a07:7200:ffff:beef::b996:a284]:9735,5.75.184.195:34236,7vtyxwq3prlhv3w3dpxzgrwqhqsuuppumarepccjtccxdoegn4p7orad.onion:9735",LN Fast Track
0330f1749117274b57951c9ad95c39aa6556bcc9d3ddd2697976ea720fb4969f9f,1,1,1,464,,,tor,ckyhrf2d2jvmzr3vpzl3hj5ds53qge5og4paobs5h2sh7dcpo5hcizid.onion:9735,start9-0xbc1dfcf31aca75f8
0362746b108aae82b74e04f46c3a37244a347c759cbb0c6196a6175e56a9d64b68,3,0,5,1128,16527,US,tor,vpejuvdwkabrstj5binsrr6ep5ciehh6bxnnag2llb6u5nximrhzzuid.onion:9735,TEMPEST
021884363ab1f44249d6636467590b80a36ee85add2662e2618a3d843d682e92db,1,0,1,147,4837,CN,clearnet,124.88.113.33:9735,LNT.LN10014
03a6a7b9ce90e5cf19ea031b25fac20b4a038be6cf44d7095ca5081427421b3e49,2,0,2,349,,,tor,ya4ar4wgiryx2sho2b5en5vyw3io6uc5f776jbmgrqu4l72iyiryccad.onion:9735,03a6a7b9ce90e5cf19ea
03606d67d00ce06ad053de1f755e6f6c8185ae66a1b1e06ec7b72e2ef702690d5f,2,225,4,1650,,,tor,2foc6a6n6xtpqrmvx3nhvxfrgxc6hvq7czyx4iaphk5aeogdvojn2myd.onion:9735,CreeptoeKubex
0208d8f0e3000f596324afe9fe7811fa5c94814eb7bb282ab608a8abc271e1a857,1,1,2,1186,,,tor,7ujnfzclbjuwt3sj74kkz2keqyc5asyhwai6y4v6oh53oxoknq5qslyd.onion:9735,Raspimartl
02c3e01efd4f1944e9a50939f34cb275716fcd438769cbc0126b015677fa3b187e,3,0,3,1733,14618,US,clearnet,44.211.102.90:9735,zlnd3
02984ad5b05452834f3452deee14207c99fc84c743a89d7dbff19f29876d1b2b1e,3,2,3,574,9930,MY,both,"vcy2glcau6gaxuhisg7h4ee766gfov6k3muhxjr76ucqougf7jwu5fid.onion:9735,[2001:f40:94e:1775:7270:fcff:fe05:3cd]:9735",bitcoinsatayclub ⚡🇲🇾
0270022c2adc16eb48c9b4ca3838724c14455558f32be331889d1ec47fd0dd2ff4,25,26,25,375,,,tor,lrghislawmkwxiboyqadwc2outrae7lk3vpqii3mucek7dsevxvhmfid.onion:9735,AnS
03e9cd722fea2c5f281e683eae0768e18e0907c3213835be8010c760c5c054a93d,8,13,8,249,,,tor,tajxrvtdbjr7ttcf5lvbqmg3snpcsi7ymxzgs6jeabsr3phjzf47whyd.onion:9735,Corn🌽kaniguki(fuckkiller)
020fadbc8752b001a179cc66b6272b685214309e3bcd85fb9bc4dde7fe2e2b4a3c,1,0,1,106,4134,CN,clearnet,110.185.77.203:9735,LNT.sx019
03a92eb9100f5f4621241b26168b74612c4e63a39aa6eb99ea840cfcd6b37bac63,1,0,1,1779,33139,CA,clearnet,66.49.204.11:9735,YELLOWSPAWN
025e03adb9f46e29d7cca0c7fffa23da9f6c5609e9ecef40db54a083f0380ff828,1,0,2,1173,,,tor,az47mf3xmygcjfhl6hiz36kda63glzgmrhvnpsd4suxgh26zgzggjpad.onion:9735,025e03adb9f46e29d7cc
028aac415e5c3f5bcfc0530b9027fd5f5f6601c2e54dd179eb927c99b0922d27d1,10,17,11,1742,,,tor,l3ngjv77izbbyepv5qa7ilykdzknuhyz45hv5rlddjxen2txy5vzx5qd.onion:9735,028aac415e5c3f5bcfc0
03aafb64bdfb314cbd62038a037260bce8655f461a2c187454a9845585fb17360e,21,64,21,1597,5390,NL,tor,s5mrlko5etdvatecfch7djy5qucmp2zuiubpjog4tltqrbc4mc2z6zid.onion:9735,RockTheNode [mynode]
03ffbde4acfdbefd6b9080d176cd63c89b262abdd97aaa7274e5a2e0f86102480e,1,0,1,68,,,tor,f7miwidfk2gv3lzf3z7uwr37atybilq6awxh545c5734ppgmxx22ufid.onion:9735,start9-i9jj92daa
038cd324be436e8c9bd49dadb081b406759bb4f161d7b93bc93eef39639c296f7a,2,0,2,198,,,tor,q5pjfyxsrfrfw6witw24g2nrqbd4eu4en23siv7qc6jufesyvhhhjeyd.onion:9735,start9-6q4dek5vq
02f0c9ba2df10171326a77518f8f5f5708677efa0656f377e8256d71f8f8df433a,1,73,12,2547,394745,CA,both,"170.75.163.42:9735,nruz2abbeaohaxdmyu6mjbw77uynhfbdusgdcuvmhw5hyqo3whasnhad.onion:9735",DigitalWampum
02dc8e1989f6250411e6e30137ee1e984ad7f8d3aa51454f0a40faef0e98052381,47,47,47,838,24940,DE,both,"159.69.32.62:45653,uxqkri4e4emcxcpl4donxj6qtbmkch3aiuqizhhv3ozymkqp3byizaad.onion:9735",Unchained ⛓ Satoshis
0217ec2b92d0442414ce793776f89e084897e2ee24ed03705e4e5d0f5883b65b02,1,14,1,1914,63949,US,clearnet,45.33.71.93:9735,safehold-01
020bd12a0a573611560aabf99b8ef09c97b1c3c64127362b04d2d43b088e0ab6d1,1,0,1,158,,,clearnet,"0.0.0.0:9735,[::]:9735",Alby Hub
0384448ad28620b79ffe698f192984844747ef8fa73ddedbf689aa74faf0488407,0,1,0,81,16509,US,both,"54.244.234.100:20229,hw2ttyl3xrfkkat2pyq3zqk4l7anzrgmzpjvrcl5eyfbmkaz5x3rhjad.onion:9735",easy-webshop
02b9ec4248c2f76c4c7232d954d99befd21c2f2eb5a2cdc23c06d8b6825a824fc8,1,1,1,1969,,,tor,6g7zxjtaaua77kpsla6krbrlxpierdyotyyjfb7v4qleamrnqyc5alqd.onion:9735,Pony2
02dd681112cf493ba76da6bf5d6577944ba18ec3b93d8bee75db988f788c9381ea,4,0,4,1063,15830,US,clearnet,139.178.82.12:9021,Qrios_1
03f73c529f4f6e8dd974946f44c318b84e8018a74bbb28599bf9c819f1e87759d9,2,1,2,608,3790,CR,both,"200.122.181.4:9735,sqcxw6pulg7invmmzuhifgjgj5bcvi74tadoywjp2pbeyjifeympqgid.onion:9735",edenia
037e075484c62a58bdc7f7d1abcc8539b6d2b8892b7e221e320ab2d12df1d13b6b,5,49,6,1768,,,tor,utjg5225ugpvu7mipgagpejyyg374ycha7feptoifc65hp3wzzbqkxyd.onion:9735,de.muc.lightning.node
03984bda8964519d866f70bd5c0b08bf833d31fe2d1de84802a5047ec7ade5af7e,3,1,3,421,,,tor,jjufmnyo24autpdi3p5c2e7iv5vo4aivdr32h2lribd4vwxuc35uf4ad.onion:9735,start9-lnd
02bfafa3d4bddee3467a6163eb6ee540cf04723267c2955e053a4f33d03b898bbc,4,2,4,697,,,tor,2jrgvkzggwk7x66auz2hrb4l7y57td6tpuvjxyhtombmpxkfvwm4r4yd.onion:9735,Victoria
03947cdd944bd3e18a8aa0ff98cbe6330069a9fa0c71491d8bd9dfc7e905f78e58,1,0,1,122,,,tor,ualfhu3zqv5xaivvp624mqlrvhlg2hj3rulfmvnlgpckqwznzi5nwcad.onion:9735,lightning-ger
024c346dad06e67fab399d18b9ec416064660ba2b3cfe8b3e36d3743d4b85456b1,18,34,18,1410,,,tor,pht2uq6tyhhi3f4rh3sk7bh4knlorgnqarid6fw6wonhj5hfr5fufyad.onion:9735,kenovios
02833b7a5020a0afbee8edf42e05840e5fa52485d1ee56fb2fcd0c87b2dfe7b84b,2,4,2,1483,,,tor,oxuxqeeyrftpplvviqf5ncnzpseaz5e2fmh6ew25xgyk5lcwyr5zbhad.onion:9735,BliksemKnoop
0217ca1da5883e1eadef99ac7ad11733e71b8b6b121fb3dad084a6d7d259982564,0,16,0,1458,,,tor,y47gvohuoxmnl3nwqfp3nkby37du4h6qwjiwmx6h35qctk4kb4k6saad.onion:9735,0217ca1da5883e1eadef
022c6a7e89ed576660fe312a831c84cf6c05d7b2f19e66b3ae88b45532b9518f7a,1,0,1,1913,,,none,,
03b9a318fb520ebe43b414a814ac9c0aab034d86308be32e11f85a0bfb0759c263,1,0,1,57,9808,CN,clearnet,112.43.20.29:9735,LNT.lly010
03c0b0ce7d95883b419cb42af28c1b8f6ebffcf09ad775cf837fd9793be8d78b34,4,0,4,321,,,tor,zx7gcl6oqmrflqf2mjdmq4h5ww5ivszjptfklp7kv5jpwsznl5rtj5qd.onion:9735,bfnode.com
02538d36cb53cd175404ddc121b08be3784bd564a9a2ce62a783784708bd379791,1,11,2,1880,,,tor,zxuinitvfkgoksbq3tgp6wvnzfop4vpbvprrw3wlk4b2ab2ovfvndoad.onion:9735,RPB01
0255eaf48de193819530316ae116a27ed671c4ace208d7b03f4a334d0791fb4b63,1,0,1,262,,,tor,ysx22m3mixroeizuzzq66gbskpxykv4xg34vxijc7h57tsu6mmayhsid.onion:9735,ryan
02d7c8d6ab8b1dea8576a9f29e9fcc88c65a67f5172e163a84ea966e0cdbecfa3e,1,0,1,39,16509,US,both,"54.244.234.100:19805,zv7xt5rbinrgtw5iajvdx67tcarphds5zmj6ceban7arsz37yq4f2wid.onion:9735",plr10411
035f1cd315544f1b04defc0ad373029a949eb2cc69c4730469333a02f8f29ed875,1,0,1,121,4134,CN,clearnet,182.241.59.149:9735,LNT.wl25
02e2a27ecfadfc8f17e32daa59234d9b535877b509138b128fbb60215557db445c,1,0,1,143,4134,CN,clearnet,110.152.219.40:9735,LNT.jj001
02fd606b37870a937d6da889efb2a431546ce91577ae444bf955482299c5b03c93,38,1,38,265,,,tor,4wihjfizr22kkqqlf7ztrizzval26wkmsqka6kqbnmb4ssl3qahawkid.onion:9735,offgridnode
0362e330afdf043766a48c4bbfd1c6f8fe616ee4f2b0595c00982e09e2e79d4a83,3,8,3,474,,,tor,hmitkauzjgjy64r2emne54mq5sks77d7spikpix5zirg5dcglckqcnid.onion:9735,actionslave
022422dad8b0841c5588563e9a07306a1b1b0158fb3c0938257f18e323a430f2ca,13,31,13,1295,30036,US,both,"173.22.154.125:9735,ptyqiaibujj6t5rzvpidkrrytwiidyc54rcurjv6ggir5cf25uuw3sad.onion:9735",Lightning_Jumper
03f9845eb558f66efe05fa4d7650a2395e278d65c29c5ba19847f31ae34e31fc3a,1,1,1,2562,,,none,,node01.cryptocc.io
02734b23f7529b6750c60bf25ff60aa0255cf0f85e433e26f1688810c850135368,1,0,1,49,9808,CN,clearnet,39.128.49.64:9735,LNT.wl0190
034bf0c8e4617542b5d9d25e10f7030f6311fc3fefce2b2d16851776fb7913e2b1,2,8,2,1116,,,tor,aghtt4o7nc6hd2cdf4qswj2cj33cmjoyzbqqdbeos4fdclrtemm4k6ad.onion:9735,034bf0c8e4617542b5d9
0320cb6b071d07c28ca5bb19cd8cc638c42f602e798a310a6411a023f1ccefebb8,1,34,1,1324,,,tor,mclktqazvnfcmuwujknvq5qsiggnocyckrov4jfk3dzpbe7ha7ytcdqd.onion:9735,SupposedPretty
03d6d9bed8844b2a614d1eedb690974d800ac1f4950be5ec61a732cae68faab787,1,0,1,114,4134,CN,clearnet,106.57.158.143:9735,LNT.wl0055
02775ed281bd57ac1de43cfcc308b8224d97e3d9b13b9a38fc8a349535d6f001c5,1,0,1,230,,,tor,eabytsmufhy2ecgiotpwdl6byeqx2igk45ii6fpl3t6bla6qvtm2qfyd.onion:9735,02775ed281bd57ac1de4
0362c651dbfdc929f9c565b7dc4360e8f8c021af3cf669f45bdd8b1b4ca9bb3dd7,1,0,1,141,,,tor,zkquoqmnp47agmzhbdxiodbhxc2bgfhi2uppezz4ut25pi5ls4xdacid.onion:9735,Blitz603
0393f5652566d3589c570844a964b6dd9ccc789e574f15d8c4d61c6eb4a53f1169,1,0,1,164,9808,CN,clearnet,120.229.22.147:9735,LNT.LK002
02e510f80a36cc0503e8c5b38e3e000e7cf9867108a0c565a122815f5d5aafa6a7,2,15,2,630,,,tor,namuyangyheaot3xkjs4nz3g6qukitif2a76c376uiaqh3asymqav4yd.onion:9735,yangnamer
03b043b85a931d44f99e1ea3a6a2e0c6ae84d9aa5d224f219866d376702cc97fcd,1,1,1,497,,,tor,6cclzytp72mq375k2mazigysheugp7tswz4kxzk3synebzrik63ed6yd.onion:9735,BTCFTW
03dc2d618c677cfc6cddc77c3b4891eff8582a9626cdb79787e09ff7f8ed20bfc8,3,1,3,746,,,tor,zl6pkczhkyrej7ihxba7m2rwhc3cgbz435s2dlteavf7eu7stulifmad.onion:9735,Raigeiki55
024fabbc7c4c161af673563bccbde1837ed263f51e3f43879fc117cf0258eb9219,7,2,7,534,,,tor,tcqy3jdirubkxkscwmavfkt6kqbye2sqznanafhk6xydj6umgry3vlqd.onion:9735,GrayEminence
03f43e7fb5f90e87e0770596e07171fdc258054cf764651bde401f252919be7be2,1,4,2,1883,,,tor,iwilda6pewb3stkvd46ehs3wintaxs42hqztedla5hrkycoi4s2hihqd.onion:9735,mynodebtc.com [myNode]
03ccd4cfdf6971a4cd1a5ccfb8625e564dc581557204fcda824cfaf5b84f17e5e9,41,65,42,1394,24940,FI,clearnet,"95.217.81.123:9735,[2a01:4f9:3b:5596:6969::372]:9735",p.zax.cloud
02d0accbd209776fdd71fa80765ddc74a13a8e62b8c92f0bfa0a8caab3a778f2db,1,0,1,227,,,tor,suzp6e5bzdwskkhmmtg5ql6hbkrzywgkotrm7ip3p5lpzkdatcvoouad.onion:9735,LND-15
02f67e0ab12ff78e6345486387ab45c868d923a4e8e5308e6431aebb0d04b3972c,1,1,1,1174,,,tor,s7wuznsqyb27rr23cqzrofwnls5gyibcmd7lgyvirmjgk33n5nj3vkad.onion:9735,02f67e0ab12ff78e6345
0240116e4365bdf67fa01f0a3a23059209145528680ec315868576c9130c17363c,1,0,1,173,4134,CN,clearnet,106.46.79.148:9735,LNT.xuefeng668
03b7b335a927f7333fbc7acbfd1a7e070d19e8ec597d2c1551bdd7d7394c38c7da,5,5,5,1504,,,tor,pl3bckdcfbcutjgne3pwwk5kwqxnubidvjjnllq4hdlyofalmgwb4qid.onion:9735,bear
02a624a8019bb184d208045c07e511a571dfd6d9f1fb6c590c0f8ce5c424748f38,2,8,2,1028,,,tor,2zl3kp243nd5owlyslhl2o2dqbskovey7aoz6nyntowmlqdzarjyhdyd.onion:9735,LiquidBitch
033737bacd218199a0eefb601210e60f400783eaa739ce6075e865413bb202b010,2,2,2,1554,,,tor,dx4eajimluj6sccr5y3stjyfvm7suqdrxhndgi3fcustb54gz5bu5syd.onion:9735,EspressoPatronum.001
02bdbb20c834e669df344ee772acf1a91292befde2ca52bb8b18976a2690430608,1,22,1,1032,,,tor,5z2jlzt4e7mqz34orxxee5gkxab5k6klobrf5ta4xc3a5asn2p7tsnqd.onion:9735,02bdbb20c834e669df34
0280bb12923010152c26fb1696104a83c1c3498d9b3a20e44a30b9bebb231f8db9,1,4,1,1872,,,tor,4tsuweexcaxjhiykjom377dzjrjatbcxe74aredmd7jopwuocq3vcrqd.onion:9735,0280bb12923010152c26
03d02ea61166c383c22d0ca0e0b6995be26bec428723577f10d885bedf3766e39a,1,24,2,748,,,tor,feuvvsu3fz3bc6tgqednorehjcn47ugjkrhbzst7lyzyatwkzfhnwkqd.onion:9735,laguznode
0387678a0c2ff2658b2e3974a84310ee5d1b86f38150e1b4939d1c7ae48d9ce024,1,2,1,85,,,none,,
02036e0f538728a26a9e2ebb42890a9845c6dc9f46a09047ff3e382b5bf9282c17,1,14,2,2476,24940,DE,clearnet,116.203.143.6:9735,Bognor Regis - bognor.io
03c2b5e97173e2ff7baea106a34a165e0213b6c5148441ea97785b35a78a506299,20,200,20,2817,43350,IL,clearnet,185.248.163.128:9735,ln1.1sat.org
0346cab16ff508ee10bda3120355c6eb174d082307ac864a6e2111a33ca4fd780f,2,13,4,2712,15802,AE,clearnet,5.31.48.105:9735,GEEG-LND
037ce58ec9dee8477a3bed078b31196f831de25a1820421d96827e0c1819a8e58d,1,7,1,2186,12876,FR,clearnet,163.172.52.18:9735,CaptainLabs Chain
03a7d4826cac38fbd063843265f74aa769afef9b434f3967c6752e55006531535f,0,1,0,376,16509,US,both,"54.214.32.132:20687,wnecaikh6azsw3as2efcahxuh3ba46mibgymvzrfbbfshvrv72bdjvqd.onion:9735",btcptest
03ea5327ff1a04bb777def4dc0b2ae7d1e5fe5c172f5040df46ca78551efca3a5f,1,0,1,181,,,tor,qdjzoa6a6dnepcxhmv73rtweubkujahzbgtvn5i32bflwvzzej6gioid.onion:9735,Bitcoio.org
02240c98ccbd1db39f38ac334f39202007047c9115367748f6060e6361f70b540a,2,1,3,1125,,,tor,gq55a7uzonzj73xjjuyquxyzvq3xya7h46wxpk2ij7ptimensh6fekyd.onion:9735,02240c98ccbd1db39f38
039ecc8d89f97b42e1875a2568689ac76a7e19aa54cd5d6e2809cbeb62a64250ad,8,7,8,1106,,,tor,kxvg2ymrctvkdxtkhwt52cl77nyio6brewc2bg3lq7r22xcr32ldpbad.onion:9735,moonraccoon
03b8f7d9499cda7890d981a319d86a26aebea15df70344fd8e8e135779ed8e76d9,2,2,2,386,,,tor,ccj2hcco5jvz2wbclqgcdi3y5ea6me6ugz6ntvkl3vffnm7a45ifqgyd.onion:9735,LouderValleyLightning
03359cad9e58ead8d665af91ebcbc868f9267d4302664cf155cdbb4355ce9b7f2c,16,83,16,2103,51167,FR,both,"38.242.211.51:9735,pxnimxhbsipueu52zlbuyf5aimjvtko5exbusdnsbfkjroupickfewad.onion:9735",frznode.com ⚡♜
02a859807b974a9dbc2dd830d42e71f288c967acd34d120c90254493f7fc2a1904,1,56,1,964,28573,BR,both,"191.185.98.5:9735,4yat3g2eedrp5kzp7f27xvsv5ulcxdvzdua7tejdqu6pqnhrubk7b6id.onion:9735",Atlas-1
038c05e9846b51fe0da809467ef3c49f43aa14d4ed676c9e9bfb1ca010ac0e66ad,1,0,1,888,,,tor,zq47cbuat2ws5go4fbqhsnb3dfysxjkns7nuinkbzjvbihps7xjfvnqd.onion:9735,038c05e9846b51fe0da8
033802f5c0612db48756b21bd65f5fc8d7a7ae1e8307ec33d95691d9c983995721,1,7,1,562,,,tor,zwk5uitrzcp2k55yp7vhgxflgl26sjtuzme24lq2aptlaiombjh45aid.onion:9735,AntsBank
02ee625bb15e64a4b053c31d111ee608a4300f7661f55d0635a0dd08cab52e9025,10,169,10,1646,,,tor,wvkojgosumfd254bmrylcq5oundihujroenv4ow7gdeosuwwyehxbmqd.onion:9735,manreo.github.io
022d02cb93edec9e72548dc636bcc0a710f82d5d230cf45dd0005a2d4564177192,1,14,1,1084,16509,US,both,"54.244.234.100:20198,guh3hh7wihhvguqx6vhwlmfaa4ouyets6r5w3yykg777h4mfzze37fyd.onion:9735",ElectricGames
02eabfbd9d53cf05c0604cbf4c4c39de83136117eec4aed5cc9ff58bc978a46ec4,1,0,1,204,4134,CN,clearnet,125.69.102.66:9735,LNT.xc10
036280ce2a8346991c39fd616d2c8693017f073709f38f3c5eaa39891e40cb2ab9,40,24,40,536,14618,US,clearnet,3.208.164.212:8736,speed3
0361d41901c262962e82a745516fac90be0cfeaa6c8929d1ea7f40a48240440a45,1,0,1,182,9808,CN,clearnet,183.226.205.223:9735,LNT.zsw003
